id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_cd
38956813,Manhattan,40.75706,-73.97213,Hotel room,269,1,0,0.0,4,173,111.0
38956835,Manhattan,40.74771,-73.97908,Hotel room,329,1,0,0.0,7,52,122.0
38956889,Manhattan,40.74806,-73.97892,Hotel room,476,1,0,0.0,7,45,122.0
38956942,Manhattan,40.74932,-73.97782,Hotel room,625,1,0,0.0,7,92,122.0
38956986,Manhattan,40.74953,-73.97849,Hotel room,879,1,0,0.0,7,135,122.0
38957054,Manhattan,40.74771,-73.9791,Hotel room,938,1,0,0.0,7,71,122.0
38755516,Manhattan,40.82054,-73.9395,Private room,72,3,59,1.43,1,178,154.0
38756007,Brooklyn,40.68943,-73.91943,Private room,50,30,0,0.0,3,0,81.0
39023376,Manhattan,40.73671,-74.00499,Hotel room,352,1,12,0.29,12,339,130.0
38774302,Queens,40.72363,-73.81033,Private room,250,1,6,0.14,3,0,239.0
38774455,Queens,40.72423,-73.80877,Private room,250,1,6,0.15,3,0,239.0
39023464,Queens,40.70606,-73.8322,Private room,120,2,15,0.37,2,269,242.0
38774972,Brooklyn,40.67704,-73.94143,Private room,55,1,6,0.14,1,0,108.0
39023600,Manhattan,40.73695,-74.00502,Hotel room,325,1,5,0.22,12,310,130.0
39024243,Manhattan,40.73757,-74.00316,Hotel room,325,1,5,0.12,12,352,130.0
39024245,Queens,40.58935,-73.79265,Entire home/apt,130,31,2,0.05,1,0,185.0
38970498,Brooklyn,40.69686,-73.93272,Entire home/apt,130,1,4,0.55,1,30,104.0
39024603,Brooklyn,40.70026,-73.9376,Private room,55,30,12,0.29,2,0,98.0
38776007,Manhattan,40.77831,-73.98267,Entire home/apt,1243,5,21,0.5,1,70,124.0
39024731,Manhattan,40.73892,-74.00478,Hotel room,325,1,4,0.1,12,340,130.0
39024944,Manhattan,40.73884,-74.00342,Hotel room,295,1,7,0.18,12,333,130.0
39025632,Brooklyn,40.70225,-73.93779,Private room,58,30,8,0.19,2,0,98.0
39025645,Bronx,40.86951,-73.85172,Private room,80,2,7,0.17,1,97,23.0
38973236,Brooklyn,40.69137,-73.9109,Entire home/apt,250,2,30,0.8,1,35,81.0
38975498,Manhattan,40.77562,-73.95162,Entire home/apt,200,28,12,0.29,1,57,144.0
38778121,Bronx,40.82775988376608,-73.8753837537099,Private room,45,2,4,0.1,1,285,35.0
39028036,Brooklyn,40.67621,-74.0039,Private room,75,30,2,0.05,1,0,105.0
39028402,Brooklyn,40.66167,-73.99132,Entire home/apt,175,2,57,1.38,1,1,109.0
38780326,Brooklyn,40.71091,-73.9499,Entire home/apt,75,3,9,0.21,1,0,98.0
38977877,Brooklyn,40.67375,-73.92179,Private room,37,30,31,0.75,1,41,108.0
38978229,Manhattan,40.7433,-74.0017,Entire home/apt,230,7,18,0.44,1,0,158.0
38978429,Manhattan,40.73287,-73.99913,Entire home/apt,200,8,7,0.17,1,210,118.0
38978583,Manhattan,40.72218,-73.99702,Entire home/apt,169,2,16,0.4,1,0,147.0
39029793,Manhattan,40.732,-74.00283,Entire home/apt,180,30,5,0.12,1,0,157.0
38980221,Brooklyn,40.68347,-73.92192,Entire home/apt,105,4,138,3.47,1,249,108.0
38782462,Queens,40.760452,-73.76606,Private room,146,1,2,0.05,24,299,236.0
39029972,Manhattan,40.74097,-73.98154,Entire home/apt,75,30,1,0.03,1,0,161.0
39032555,Queens,40.760452,-73.76606,Private room,144,1,0,0.0,24,299,236.0
38783953,Queens,40.760452,-73.76606,Private room,144,1,0,0.0,24,299,236.0
39033318,Brooklyn,40.67026,-73.93575,Entire home/apt,275,3,61,1.6,1,273,83.0
39034248,Queens,40.7009,-73.75192,Entire home/apt,128,7,31,0.75,3,365,265.0
38787352,Manhattan,40.74815,-73.97679,Private room,118,4,7,0.17,1,0,138.0
39034756,Brooklyn,40.70449,-73.91669,Private room,125,30,0,0.0,1,0,104.0
38794460,Queens,40.7318,-73.89958,Private room,100,60,0,0.0,1,0,196.0
39169415,Brooklyn,40.71195,-73.94648,Entire home/apt,238,1,69,3.63,2,342,98.0
39173028,Brooklyn,40.68469,-73.91994,Private room,65,1,13,0.32,2,310,108.0
39035186,Manhattan,40.7182,-73.99388,Entire home/apt,245,2,1,0.02,1,0,147.0
38795690,Manhattan,40.72173,-73.99353,Entire home/apt,249,30,0,0.0,2,0,147.0
39035532,Brooklyn,40.69097,-73.95068,Private room,49,30,12,0.29,2,0,108.0
39053850,Brooklyn,40.61897,-73.95432,Entire home/apt,169,1,12,0.81,2,278,49.0
38796849,Brooklyn,40.64869,-73.94718,Private room,80,5,13,0.31,1,0,66.0
39174155,Brooklyn,40.71706,-73.95708,Private room,150,3,104,2.52,1,17,98.0
39053981,Manhattan,40.73122,-74.00118,Entire home/apt,83,30,9,0.22,1,0,157.0
39054797,Brooklyn,40.67111,-73.91361,Private room,45,4,14,0.34,2,0,88.0
39174672,Queens,40.7037,-73.9059,Private room,300,30,0,0.0,1,0,209.0
38797417,Brooklyn,40.65836,-73.92156,Private room,80,30,1,0.02,2,0,68.0
38798075,Brooklyn,40.64224,-73.94914,Entire home/apt,190,3,28,0.68,1,315,66.0
39058347,Brooklyn,40.69376,-73.90709,Private room,81,30,2,0.05,2,0,81.0
38799098,Bronx,40.84353,-73.90542,Private room,50,28,8,0.21,18,339,30.0
38802035,Manhattan,40.79639,-73.93757,Private room,36,30,22,0.53,3,3,146.0
39175221,Queens,40.68802,-73.78795,Private room,95,1,5,0.12,1,90,279.0
39059690,Manhattan,40.83229,-73.94352,Entire home/apt,199,2,10,0.27,1,36,135.0
39059931,Manhattan,40.78505,-73.95575,Entire home/apt,663,30,2,0.05,1,357,116.0
38802319,Manhattan,40.72711,-74.00229,Entire home/apt,284,4,18,0.43,1,186,157.0
39176524,Brooklyn,40.64379,-73.95666,Entire home/apt,219,30,9,0.22,1,177,66.0
39176548,Brooklyn,40.66612,-73.99138,Entire home/apt,250,30,19,0.47,1,212,109.0
39177041,Queens,40.60517,-73.7497,Entire home/apt,413,30,5,0.13,6,365,190.0
39066657,Brooklyn,40.67563,-73.92374,Entire home/apt,300,30,10,0.24,1,0,108.0
39179129,Brooklyn,40.58209,-73.95404,Entire home/apt,120,1,2,0.05,1,0,78.0
38813941,Manhattan,40.78916,-73.97978,Entire home/apt,300,45,2,0.05,1,0,124.0
39072592,Brooklyn,40.68726,-73.98982,Entire home/apt,336,6,100,2.45,1,164,106.0
38815886,Brooklyn,40.67683,-73.95262,Private room,56,7,22,0.53,3,25,83.0
39074638,Brooklyn,40.68361,-73.91959,Entire home/apt,161,4,79,1.98,2,54,108.0
39189605,Queens,40.68523,-73.78873,Private room,89,2,0,0.0,1,88,279.0
39075477,Brooklyn,40.71674,-73.94072,Private room,149,30,0,0.0,1,0,98.0
39189765,Manhattan,40.80371,-73.9593,Entire home/apt,120,59,0,0.0,7,64,127.0
39189831,Manhattan,40.79626,-73.94388,Entire home/apt,93,5,15,0.36,1,2,148.0
38817916,Brooklyn,40.67967,-73.97663,Entire home/apt,235,3,152,3.67,1,280,106.0
39081063,Manhattan,40.80189,-73.94375,Private room,99,1,5,0.12,1,0,152.0
38817965,Brooklyn,40.71199,-73.95947,Private room,100,1,45,1.1,1,41,98.0
38818309,Brooklyn,40.69921,-73.92159,Private room,40,5,21,0.51,3,259,104.0
39191142,Manhattan,40.7788913,-73.95349290000001,Entire home/apt,505,31,0,0.0,526,305,144.0
39081829,Queens,40.69514,-73.90331,Entire home/apt,175,7,5,0.12,1,90,213.0
39193812,Manhattan,40.81586,-73.94081,Private room,200,30,5,0.12,1,90,154.0
39194754,Bronx,40.88663,-73.8547,Entire home/apt,145,90,34,0.86,2,351,36.0
39083120,Staten Island,40.64167,-74.09808,Entire home/apt,850,30,0,0.0,5,365,367.0
39083245,Manhattan,40.77182,-73.95843,Entire home/apt,277,30,9,0.24,159,308,114.0
39335757,Brooklyn,40.7135,-73.94792,Private room,50,30,1,0.02,1,0,98.0
39195247,Manhattan,40.7631,-73.98911,Entire home/apt,500,30,4,0.1,1,0,137.0
39086622,Manhattan,40.71937,-73.9865,Private room,108,30,12,0.29,2,245,156.0
39196417,Manhattan,40.76969,-73.95726,Entire home/apt,179,30,0,0.0,159,348,144.0
39197716,Brooklyn,40.7178,-73.94129,Private room,40,30,4,0.1,1,0,98.0
39198133,Brooklyn,40.68916,-73.97559,Entire home/apt,227,30,3,0.07,1,0,80.0
39336993,Staten Island,40.61129,-74.06357,Private room,66,2,27,0.66,2,363,352.0
39337020,Brooklyn,40.6809,-73.91935,Private room,80,30,2,0.05,4,0,108.0
39087293,Queens,40.67242,-73.75004,Private room,61,30,1,0.1,4,365,284.0
39090973,Queens,40.75272,-73.88327,Private room,48,30,7,0.17,1,0,173.0
39340144,Brooklyn,40.70381,-73.92679,Private room,50,30,2,0.05,2,0,104.0
39199781,Manhattan,40.71356,-73.9904,Private room,85,5,49,1.18,1,201,136.0
39199816,Brooklyn,40.672611,-73.955376,Entire home/apt,268,2,68,5.64,1,156,83.0
39201527,Brooklyn,40.69885,-73.92355,Entire home/apt,85,30,2,0.05,2,0,104.0
39091454,Manhattan,40.79828,-73.96023,Private room,55,30,5,0.12,1,0,133.0
39106226,Manhattan,40.8095,-73.94377,Entire home/apt,190,30,5,0.13,1,89,154.0
39204077,Queens,40.68924,-73.77942,Entire home/apt,85,1,57,1.43,1,0,279.0
39211315,Manhattan,40.72568,-74.00165,Entire home/apt,235,30,4,0.1,2,0,157.0
39215776,Brooklyn,40.65598,-73.97816,Entire home/apt,169,30,6,0.15,1,0,65.0
39340734,Brooklyn,40.67921,-74.00111,Private room,75,90,0,0.0,1,177,105.0
39342683,Manhattan,40.76172,-73.99169,Private room,84,1,156,3.81,2,6,137.0
39344115,Brooklyn,40.68866,-73.87381,Private room,101,1,26,0.7,2,339,84.0
39113138,Bronx,40.8469,-73.90458,Private room,59,1,30,0.74,3,353,30.0
39216165,Brooklyn,40.64909,-73.9504,Entire home/apt,249,5,2,0.05,2,0,66.0
39114171,Queens,40.73637,-73.896,Private room,55,30,6,0.15,6,0,196.0
39345548,Queens,40.68719,-73.77831,Private room,76,7,2,0.05,3,365,279.0
39117708,Brooklyn,40.6975,-73.91591,Private room,70,30,2,0.05,1,0,81.0
39355550,Brooklyn,40.70405,-73.91487,Private room,70,30,10,0.24,1,0,104.0
39355943,Bronx,40.88812,-73.86039,Private room,59,1,71,1.72,7,365,21.0
39358131,Manhattan,40.73541,-74.00438,Entire home/apt,595,30,1,0.02,1,363,130.0
39225271,Manhattan,40.74133,-73.99817,Entire home/apt,420,3,33,0.84,1,280,158.0
39123850,Brooklyn,40.62573,-74.0266,Private room,53,2,5,0.17,3,171,61.0
39226095,Manhattan,40.73362,-74.00176,Entire home/apt,169,30,3,0.09,5,235,130.0
39229191,Bronx,40.82749,-73.81481,Entire home/apt,225,30,14,0.35,1,365,16.0
39362271,Brooklyn,40.68994,-73.94263,Entire home/apt,175,1,2,0.05,1,0,108.0
39363832,Queens,40.76378,-73.92231,Entire home/apt,88,30,21,0.51,1,20,223.0
39364371,Queens,40.7571,-73.93133,Entire home/apt,299,30,3,0.08,1,0,318.0
39369799,Brooklyn,40.65789,-74.0016,Entire home/apt,110,2,116,2.83,1,51,109.0
39369872,Manhattan,40.71433,-73.99264,Entire home/apt,150,3,3,0.08,2,0,136.0
39230578,Brooklyn,40.69205,-73.94454,Private room,90,30,2,0.05,1,0,108.0
39232121,Brooklyn,40.68479,-73.96378,Private room,154,2,27,0.68,1,83,80.0
39242516,Bronx,40.83165,-73.91821,Private room,60,3,31,0.76,2,269,8.0
39128021,Manhattan,40.76993,-73.95856,Entire home/apt,139,30,2,0.1,159,242,144.0
39244920,Brooklyn,40.68863,-73.95756,Entire home/apt,260,5,4,0.1,1,0,107.0
39246584,Brooklyn,40.71652,-73.95661,Entire home/apt,243,4,11,0.27,2,90,98.0
39370156,Brooklyn,40.72809,-73.95556,Entire home/apt,177,5,75,1.85,1,20,87.0
39380638,Brooklyn,40.62938,-73.99645,Private room,100,30,3,0.07,1,0,94.0
39246597,Manhattan,40.76533,-73.98444,Entire home/apt,1225,30,15,0.37,1,0,137.0
39130673,Queens,40.71445,-73.91041,Entire home/apt,88,1,26,4.53,2,311,207.0
39131261,Brooklyn,40.70446,-73.91988,Private room,52,3,1,0.02,1,0,104.0
39380947,Queens,40.67223,-73.77906,Private room,50,1,142,3.45,3,175,299.0
39132278,Queens,40.70984,-73.80173,Entire home/apt,93,2,44,1.08,2,360,246.0
39381034,Brooklyn,40.68622,-73.93016,Entire home/apt,499,3,4,0.38,1,315,108.0
39247788,Manhattan,40.73828,-73.98284,Entire home/apt,250,30,3,0.07,1,0,159.0
39136879,Brooklyn,40.69793,-73.92945,Entire home/apt,125,7,2,0.05,1,0,104.0
39139580,Manhattan,40.71776,-73.98187,Private room,112,3,204,4.98,1,25,156.0
39249334,Brooklyn,40.6945,-73.9653,Entire home/apt,170,4,8,0.19,1,0,103.0
39381486,Manhattan,40.71177,-73.99719,Entire home/apt,70,2,0,0.0,1,0,136.0
39146442,Bronx,40.84327,-73.84721,Private room,50,2,32,0.79,4,86,15.0
39146672,Bronx,40.81361,-73.88933,Private room,55,3,28,0.72,5,364,32.0
39149013,Brooklyn,40.6903,-73.95507,Entire home/apt,161,4,51,1.25,1,192,108.0
39381503,Bronx,40.88279,-73.89765,Private room,54,30,13,0.37,1,141,13.0
39150564,Manhattan,40.77471,-73.95629,Entire home/apt,999,30,1,0.03,1,0,114.0
39385381,Manhattan,40.85345,-73.92862,Private room,30,30,0,0.0,1,0,119.0
39151119,Brooklyn,40.66955,-73.86958,Entire home/apt,120,2,7,0.17,1,0,89.0
39252523,Brooklyn,40.57722,-73.96205,Private room,35,30,0,0.0,1,33,78.0
39252851,Brooklyn,40.71641,-73.95324,Entire home/apt,130,30,3,0.07,1,0,98.0
39153649,Manhattan,40.77057,-73.9621,Entire home/apt,220,30,0,0.0,4,100,113.0
39386362,Manhattan,40.72762,-73.98636,Entire home/apt,75,2,3,0.11,1,0,156.0
39154426,Manhattan,40.74005,-73.97995,Entire home/apt,140,30,3,0.08,159,364,161.0
39386879,Manhattan,40.79393,-73.96701,Entire home/apt,259,30,4,0.1,1,87,133.0
39253388,Brooklyn,40.69477,-73.96975,Private room,65,1,167,4.11,2,5,103.0
39154799,Manhattan,40.77513,-73.94952,Entire home/apt,144,30,1,0.05,159,336,144.0
39157606,Manhattan,40.81553,-73.95275,Private room,85,2,11,0.27,1,0,154.0
39387412,Bronx,40.84885,-73.88601,Entire home/apt,155,2,105,2.6,1,149,38.0
39487415,Brooklyn,40.66171,-73.95699,Private room,85,3,71,1.74,1,0,57.0
39390463,Manhattan,40.75383,-73.97362,Private room,275,2,1,0.03,1,0,139.0
39390945,Brooklyn,40.64328,-73.91389,Entire home/apt,110,7,3,0.1,1,350,95.0
39254047,Queens,40.67003,-73.78013,Entire home/apt,162,2,75,1.99,1,89,299.0
39254951,Brooklyn,40.64366,-73.95547,Private room,38,2,87,2.1,2,0,66.0
39255187,Bronx,40.84477,-73.89273,Private room,43,30,14,0.34,1,333,38.0
39488352,Brooklyn,40.64207,-73.90898,Entire home/apt,210,2,57,1.39,1,89,95.0
39256285,Bronx,40.85378,-73.86383,Private room,100,30,0,0.0,1,0,20.0
39257912,Queens,40.74284,-73.85263,Private room,55,28,38,0.92,2,179,323.0
39269487,Brooklyn,40.60094,-73.95847,Private room,92,30,0,0.0,4,365,75.0
39270581,Brooklyn,40.7189,-73.94711,Private room,100,30,12,0.29,1,0,87.0
39392480,Manhattan,40.79232,-73.93804,Entire home/apt,189,4,13,0.32,1,12,146.0
39393260,Manhattan,40.81448,-73.94359,Entire home/apt,131,30,15,0.37,2,179,154.0
39503790,Brooklyn,40.66424,-73.98685,Entire home/apt,395,6,2,0.05,1,0,109.0
39506904,Brooklyn,40.65175,-73.96446,Entire home/apt,100,30,4,0.1,1,0,57.0
39272536,Manhattan,40.80117,-73.94036,Private room,55,1,21,0.51,1,0,152.0
39507054,Manhattan,40.72978779861439,-73.97974108604299,Entire home/apt,5000,4,6,0.22,1,0,156.0
39507366,Brooklyn,40.69694,-73.92952,Entire home/apt,125,30,3,0.08,1,83,104.0
39273168,Brooklyn,40.67482,-73.92292,Private room,54,5,16,0.39,4,0,108.0
39273226,Manhattan,40.75541,-73.97045,Private room,599,1,3,0.08,7,113,139.0
39394198,Brooklyn,40.66744,-73.93452,Entire home/apt,150,30,1,0.02,1,0,56.0
39507510,Manhattan,40.73034,-73.98399,Private room,125,5,58,1.43,1,21,156.0
39395456,Queens,40.67194,-73.77711,Private room,54,1,109,2.7,3,358,299.0
39277490,Manhattan,40.81837,-73.93765,Entire home/apt,110,30,6,0.15,2,0,154.0
39507856,Bronx,40.83149,-73.88841,Private room,200,30,7,0.18,1,89,40.0
39278092,Brooklyn,40.71564,-73.94046,Private room,42,30,1,0.02,1,192,98.0
39411592,Queens,40.7361,-73.79774,Private room,70,30,0,0.0,1,177,324.0
39508474,Manhattan,40.80234,-73.96858,Private room,135,30,5,0.13,1,178,126.0
39413551,Brooklyn,40.58587,-73.95089,Entire home/apt,54,90,0,0.0,1,0,79.0
39413681,Manhattan,40.78156,-73.97643,Entire home/apt,99,30,13,0.33,124,309,124.0
39413941,Manhattan,40.74433,-73.97878,Entire home/apt,133,30,4,0.1,124,217,161.0
39280356,Queens,40.60527,-73.74962,Entire home/apt,156,30,5,0.13,6,365,190.0
39509523,Manhattan,40.85824,-73.93309,Entire home/apt,99,30,14,0.34,1,0,119.0
39414106,Manhattan,40.7702,-73.96281,Entire home/apt,99,30,7,0.18,124,212,113.0
39414688,Brooklyn,40.70256,-73.92385,Entire home/apt,130,30,18,0.44,4,19,81.0
39509872,Manhattan,40.79984,-73.95532,Private room,100,30,1,0.03,1,0,150.0
39517970,Brooklyn,40.66074,-73.94983,Entire home/apt,180,2,8,0.45,2,358,67.0
39414752,Queens,40.74398,-73.92628,Entire home/apt,75,30,24,0.59,1,35,198.0
39415178,Brooklyn,40.70055384094222,-73.92282112422474,Private room,127,2,15,0.37,4,22,104.0
39288788,Manhattan,40.742,-73.97848,Private room,300,30,1,0.02,1,0,161.0
39291678,Brooklyn,40.68791,-73.94831,Private room,50,1,1,0.47,1,91,108.0
39520917,Manhattan,40.78954,-73.94842,Private room,85,30,1,0.03,1,0,148.0
39523142,Manhattan,40.81745,-73.93776,Entire home/apt,68,30,0,0.0,1,0,154.0
39291981,Brooklyn,40.68432,-73.97116,Entire home/apt,200,30,9,0.22,1,0,107.0
39417163,Queens,40.59643,-73.76244,Private room,80,30,0,0.0,1,0,191.0
39524646,Brooklyn,40.67467,-73.95922,Entire home/apt,140,4,30,1.13,1,8,83.0
39417250,Queens,40.7444,-73.91773,Private room,200,1,1,0.03,1,0,198.0
39299540,Brooklyn,40.66276,-73.95091,Entire home/apt,343,3,49,1.21,2,348,56.0
39525276,Brooklyn,40.68945,-73.95452,Entire home/apt,117,2,99,2.45,1,273,108.0
39421106,Manhattan,40.72251,-73.97956,Entire home/apt,136,6,44,1.08,2,257,156.0
39526252,Manhattan,40.80679,-73.94817,Entire home/apt,103,30,24,0.59,3,124,151.0
39300260,Brooklyn,40.61902,-74.03969,Entire home/apt,113,2,57,2.68,1,158,44.0
39300752,Queens,40.6778,-73.78919,Shared room,40,1,3,0.07,1,0,279.0
39526281,Brooklyn,40.63153,-73.92616,Entire home/apt,80,1,18,0.46,3,85,51.0
39301619,Brooklyn,40.68941,-73.93482,Private room,90,30,0,0.0,1,179,108.0
39421390,Brooklyn,40.68421,-73.88045,Private room,110,2,1,0.03,2,0,84.0
39526512,Brooklyn,40.68716,-73.9189,Private room,44,60,0,0.0,2,0,81.0
39528624,Brooklyn,40.72006,-73.96019,Entire home/apt,420,7,8,0.5,1,307,98.0
39423751,Manhattan,40.79813,-73.97022,Entire home/apt,150,90,1,0.02,1,0,126.0
39302944,Queens,40.67627,-73.73914,Entire home/apt,125,30,0,0.0,2,65,282.0
39531655,Brooklyn,40.68397,-73.98836,Entire home/apt,600,30,10,0.25,5,365,106.0
39312932,Manhattan,40.81036,-73.9358,Entire home/apt,171,30,14,0.36,1,334,154.0
39424633,Queens,40.73134,-73.87188,Private room,32,30,7,0.17,1,0,205.0
39435705,Manhattan,40.73925,-73.98031,Entire home/apt,120,30,0,0.0,62,364,161.0
39435760,Manhattan,40.73934,-73.97988,Entire home/apt,145,30,0,0.0,62,364,161.0
39435765,Manhattan,40.74065,-73.98125,Entire home/apt,120,30,0,0.0,62,364,161.0
39435773,Manhattan,40.74128,-73.97862,Entire home/apt,145,30,0,0.0,62,365,161.0
39435811,Manhattan,40.73954,-73.97943,Entire home/apt,156,30,0,0.0,62,364,161.0
39435835,Manhattan,40.74207,-73.98128,Entire home/apt,156,30,0,0.0,62,340,162.0
39532400,Queens,40.73525,-73.87758,Entire home/apt,100,30,12,0.31,1,0,205.0
39313969,Queens,40.69983,-73.75368,Entire home/apt,148,2,30,0.78,3,365,265.0
39314886,Manhattan,40.7323,-74.00526,Entire home/apt,250,30,0,0.0,1,0,130.0
39535241,Brooklyn,40.71667,-73.94054,Entire home/apt,350,300,15,0.37,1,365,98.0
39316302,Manhattan,40.72874,-74.00318,Entire home/apt,242,7,65,1.59,1,324,157.0
39439169,Manhattan,40.82027,-73.94709,Entire home/apt,240,3,111,2.92,1,274,154.0
39443002,Brooklyn,40.64047,-73.9653,Entire home/apt,156,30,15,0.38,4,0,59.0
39446832,Manhattan,40.81805,-73.9404,Private room,80,1,88,2.17,5,309,154.0
39535314,Brooklyn,40.68981,-73.96372,Entire home/apt,79,30,1,0.03,2,0,107.0
39535604,Brooklyn,40.69531,-73.94403,Shared room,100,30,13,0.34,9,270,98.0
39535849,Brooklyn,40.65328,-73.95967,Entire home/apt,440,1,1,0.03,1,180,57.0
39447656,Brooklyn,40.68302,-73.96548,Entire home/apt,85,30,1,0.04,1,0,107.0
39447878,Manhattan,40.76178,-73.99117,Entire home/apt,700,30,22,0.54,1,0,137.0
39536408,Manhattan,40.71972,-73.97956,Private room,120,30,0,0.0,1,0,156.0
39316522,Brooklyn,40.66931,-73.86632,Private room,75,4,5,0.27,1,149,90.0
39537003,Manhattan,40.75226,-73.97322,Entire home/apt,102,2,3,0.08,1,0,139.0
39448065,Manhattan,40.85506,-73.92872,Private room,75,30,0,0.0,1,0,119.0
39449410,Manhattan,40.7301,-73.99899,Entire home/apt,339,30,14,0.34,1,0,157.0
39537097,Queens,40.77465,-73.91985,Entire home/apt,89,1,324,7.92,1,97,181.0
39320195,Queens,40.7478,-73.86353,Shared room,60,1,1,0.03,8,364,322.0
39320317,Manhattan,40.75982,-73.99105,Private room,81,1,151,3.65,2,6,137.0
39320355,Manhattan,40.76207,-73.99196,Private room,93,1,120,2.91,2,12,137.0
39449814,Manhattan,40.80639,-73.94951,Private room,79,30,2,0.23,2,200,151.0
39453401,Brooklyn,40.7043,-73.92512,Private room,60,30,2,0.05,2,0,104.0
39541215,Manhattan,40.73694,-74.0023,Entire home/apt,160,30,3,0.1,38,273,130.0
39460155,Manhattan,40.7866,-73.94881,Entire home/apt,42,96,0,0.0,1,218,148.0
39543637,Brooklyn,40.61832,-74.0082,Entire home/apt,150,30,4,0.14,2,246,70.0
39461768,Manhattan,40.73877,-74.0062,Entire home/apt,350,30,5,0.13,1,0,130.0
39549128,Bronx,40.87418,-73.90439,Shared room,301,30,0,0.0,1,82,13.0
39464274,Brooklyn,40.71268,-73.94042,Private room,69,30,5,0.12,2,0,98.0
39464655,Manhattan,40.79333,-73.94509,Private room,58,30,1,0.16,2,335,148.0
39465902,Queens,40.7409,-73.88668,Private room,60,30,4,0.1,1,0,195.0
39327039,Queens,40.69545,-73.78406,Private room,50,30,5,0.12,1,0,296.0
39330170,Bronx,40.87152,-73.87713,Entire home/apt,165,1,113,2.78,3,56,8.0
39551462,Manhattan,40.79772,-73.94215,Entire home/apt,455,2,193,4.81,1,140,148.0
39466783,Manhattan,40.76177,-73.99026,Entire home/apt,600,30,18,0.44,1,0,137.0
39469608,Manhattan,40.76072,-73.99131,Private room,129,2,8,0.2,1,0,137.0
39551766,Brooklyn,40.67648,-73.86767,Private room,98,30,6,0.15,4,0,85.0
39553432,Queens,40.75387,-73.92677,Private room,308,1,2,0.18,6,365,318.0
39332857,Queens,40.70532,-73.90259,Private room,80,30,15,0.45,4,146,209.0
39553540,Brooklyn,40.71749,-73.95015,Private room,119,2,83,2.03,1,21,98.0
39334075,Brooklyn,40.72304,-73.94771,Private room,59,30,1,0.03,1,0,87.0
39553672,Manhattan,40.78321,-73.94558,Entire home/apt,115,30,6,0.27,62,340,145.0
39553889,Queens,40.75224,-73.92871,Private room,219,1,1,0.09,6,362,318.0
39554366,Queens,40.75403,-73.92812,Private room,179,1,12,0.45,6,357,318.0
39480960,Brooklyn,40.7119,-73.9405,Private room,90,30,0,0.0,1,0,98.0
39481003,Brooklyn,40.68455,-73.93127,Entire home/apt,110,4,25,0.82,2,108,108.0
39334332,Brooklyn,40.72383,-73.94352,Private room,64,3,14,0.47,1,26,62.0
39335644,Manhattan,40.77479,-73.9538,Entire home/apt,165,30,0,0.0,1,0,144.0
39554590,Manhattan,40.71342,-73.98901,Entire home/apt,140,30,29,0.71,1,218,136.0
39629775,Brooklyn,40.6611,-73.95267,Entire home/apt,75,20,5,0.13,2,0,57.0
39554839,Queens,40.75393,-73.92708,Private room,280,1,2,0.08,6,346,318.0
39556412,Manhattan,40.77349,-73.94827,Entire home/apt,250,30,1,0.03,1,0,144.0
39630152,Brooklyn,40.66676,-73.94696,Entire home/apt,295,30,13,0.32,1,270,56.0
39556673,Brooklyn,40.69967,-73.9946,Entire home/apt,1400,30,21,0.51,1,77,45.0
39481793,Brooklyn,40.6839,-73.96096,Entire home/apt,165,30,10,0.26,1,0,107.0
39483065,Manhattan,40.85024,-73.93428,Private room,50,30,4,0.1,1,0,119.0
39483163,Brooklyn,40.63381,-73.96439,Entire home/apt,450,30,1,0.03,1,0,59.0
39483421,Queens,40.75994,-73.93135,Private room,60,30,14,0.35,3,0,318.0
39631364,Brooklyn,40.69427,-73.91058,Entire home/apt,85,30,1,0.03,1,0,81.0
39633723,Queens,40.70731,-73.9085,Private room,34,30,0,0.0,1,0,209.0
39558211,Brooklyn,40.66622,-73.87093,Entire home/apt,99,2,106,2.63,1,339,90.0
39483728,Manhattan,40.79954,-73.96146,Private room,88,30,3,0.09,6,365,133.0
39559324,Brooklyn,40.65561,-73.95853,Entire home/apt,250,30,1,0.03,1,83,57.0
39484704,Manhattan,40.73854,-73.98167,Entire home/apt,131,30,5,0.14,159,241,161.0
39485602,Manhattan,40.79925,-73.93257,Private room,100,1,15,0.37,1,89,153.0
39485765,Queens,40.76975,-73.91931,Private room,87,1,40,1.02,2,47,201.0
39633917,Queens,40.76822,-73.87467,Private room,46,1,187,4.57,2,335,256.0
39561110,Manhattan,40.76582,-73.99056,Entire home/apt,306,3,167,4.09,1,134,137.0
39634340,Brooklyn,40.66311,-73.94583,Entire home/apt,79,30,8,0.2,1,0,56.0
39485858,Brooklyn,40.68458,-73.94413,Entire home/apt,100,7,19,0.48,1,86,108.0
39486515,Manhattan,40.86675,-73.92639,Private room,100,30,2,0.05,2,0,120.0
39634396,Manhattan,40.79644,-73.9619,Entire home/apt,295,30,1,0.03,15,43,133.0
39634804,Brooklyn,40.60844,-74.00624,Entire home/apt,168,1,110,2.75,2,344,71.0
39563416,Queens,40.69082,-73.86348,Entire home/apt,220,3,105,2.77,2,153,240.0
39643136,Brooklyn,40.69026,-73.86835,Private room,69,7,9,0.22,1,269,84.0
