id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_cd
5121,Brooklyn,40.68535,-73.95512,Private room,60,30,50,0.3,2,365,108.0
5203,Manhattan,40.8038,-73.96751,Private room,75,2,118,0.72,1,0,126.0
5136,Brooklyn,40.66265,-73.99454,Entire home/apt,275,60,3,0.03,1,181,109.0
29628,Brooklyn,40.68292,-73.96381,Private room,93,3,350,2.25,1,145,107.0
5586,Manhattan,40.76076,-73.96156,Entire home/apt,295,4,45,0.27,1,1,142.0
5803,Brooklyn,40.66801,-73.98784,Private room,124,3,223,1.32,3,164,109.0
31130,Manhattan,40.7672,-73.98464,Private room,200,1,68,0.44,4,310,137.0
6848,Brooklyn,40.70935,-73.95342,Entire home/apt,81,30,189,1.13,1,207,98.0
6872,Manhattan,40.80107,-73.94255,Private room,65,30,1,0.11,2,204,152.0
67288,Manhattan,40.79544,-73.94836,Entire home/apt,250,28,47,0.37,1,81,148.0
31555,Manhattan,40.73405,-74.00281,Entire home/apt,120,30,32,0.22,1,0,130.0
67299,Brooklyn,40.71516,-73.96448,Entire home/apt,160,30,74,0.51,1,77,98.0
31902,Brooklyn,40.6327,-73.93184,Private room,80,30,4,0.03,1,0,51.0
68253,Queens,40.76336,-73.92099,Private room,55,30,0,0.0,1,0,223.0
6990,Manhattan,40.78778,-73.94759,Private room,62,30,243,1.49,1,249,148.0
31994,Brooklyn,40.68818,-73.96383,Private room,100,2,532,3.45,2,289,80.0
32037,Brooklyn,40.68513,-73.96648,Private room,139,30,93,0.61,1,364,80.0
7064,Brooklyn,40.71248,-73.95881,Private room,95,7,13,0.09,2,0,98.0
68735,Manhattan,40.78846,-73.97459,Entire home/apt,215,14,36,0.26,1,184,124.0
68900,Brooklyn,40.73094,-73.95484,Private room,100,30,7,0.07,1,362,62.0
33009,Brooklyn,40.71512,-73.95899,Entire home/apt,195,30,291,1.89,1,92,98.0
68974,Manhattan,40.72,-73.99487,Entire home/apt,596,2,236,1.61,1,21,147.0
7097,Brooklyn,40.691233,-73.972702,Private room,205,2,323,2.02,2,307,80.0
33156,Manhattan,40.78763,-73.96862,Entire home/apt,139,120,20,0.14,1,0,124.0
7801,Brooklyn,40.71778,-73.9568,Entire home/apt,395,30,9,0.05,1,365,98.0
36121,Brooklyn,40.67376,-73.96611,Private room,95,90,9,0.06,1,174,55.0
69894,Manhattan,40.77845,-73.98295,Entire home/apt,160,30,63,0.48,1,67,124.0
36647,Manhattan,40.79128,-73.94125,Private room,82,7,73,0.48,1,267,146.0
71010,Manhattan,40.83403,-73.93951,Entire home/apt,332,4,40,0.34,2,309,135.0
8490,Brooklyn,40.68462,-73.93839,Entire home/apt,127,2,173,1.05,2,288,108.0
9357,Manhattan,40.76724,-73.98664,Entire home/apt,175,30,58,0.35,1,0,137.0
36703,Manhattan,40.73271,-74.00367,Entire home/apt,200,45,143,0.93,1,186,130.0
36934,Brooklyn,40.71371,-73.96203,Entire home/apt,150,6,29,0.19,1,33,98.0
38663,Brooklyn,40.68442,-73.98068,Entire home/apt,900,3,42,0.32,1,212,106.0
10452,Brooklyn,40.68294,-73.95682,Private room,90,30,82,0.52,5,241,107.0
71248,Manhattan,40.7159,-73.99156,Entire home/apt,107,15,60,0.41,1,26,136.0
71366,Manhattan,40.72997,-74.00196,Entire home/apt,200,30,45,0.34,1,202,157.0
38833,Manhattan,40.81800842285156,-73.94669342041016,Entire home/apt,99,7,156,1.02,1,74,154.0
39282,Brooklyn,40.71065139770508,-73.95087432861328,Private room,150,4,251,1.64,2,14,98.0
71384,Brooklyn,40.72919,-73.95588,Entire home/apt,229,1,50,0.34,1,0,62.0
71812,Bronx,40.87069,-73.90113,Entire home/apt,90,30,15,0.27,2,362,9.0
10962,Brooklyn,40.66692,-73.98981,Private room,124,4,222,1.36,3,163,109.0
11174,Brooklyn,40.70458,-73.91835,Entire home/apt,98,2,81,0.5,1,4,104.0
39572,Manhattan,40.76203,-73.98869,Private room,139,30,44,0.29,2,187,137.0
11943,Brooklyn,40.63702,-73.96327,Private room,150,30,0,0.0,1,0,59.0
39593,Queens,40.74523,-73.92318,Private room,78,30,30,0.2,1,144,198.0
12192,Manhattan,40.72296,-73.98383,Private room,60,7,291,1.79,2,43,156.0
72190,Manhattan,40.77743,-73.97691,Entire home/apt,110,30,37,0.26,1,0,124.0
39704,Brooklyn,40.68216,-73.94594,Entire home/apt,135,30,337,2.21,2,0,108.0
72265,Brooklyn,40.72744,-73.953,Private room,85,10,36,0.29,1,0,62.0
12937,Queens,40.74757,-73.94571,Private room,164,3,355,2.29,1,94,311.0
42300,Manhattan,40.71992,-73.99167,Entire home/apt,750,5,73,0.48,1,114,147.0
12940,Brooklyn,40.67946,-73.95417,Entire home/apt,125,30,74,0.46,1,156,108.0
74333,Manhattan,40.80834,-73.94075,Entire home/apt,80,30,40,0.29,2,310,154.0
42729,Brooklyn,40.67813,-74.00062,Entire home/apt,202,4,200,1.32,3,331,105.0
74438,Manhattan,40.75523,-73.99792,Entire home/apt,299,30,52,0.36,1,365,137.0
42882,Staten Island,40.64633,-74.08156,Private room,70,5,183,1.27,1,237,390.0
74680,Queens,40.77507,-73.93367,Entire home/apt,115,7,253,1.77,1,243,289.0
74821,Manhattan,40.80874,-73.94926,Entire home/apt,149,30,47,0.33,1,90,151.0
13808,Brooklyn,40.68064,-73.94039,Private room,94,1,187,1.2,4,204,108.0
14314,Brooklyn,40.73535,-73.95584,Entire home/apt,129,30,179,1.11,1,278,87.0
14434,Brooklyn,40.68777,-73.94976,Private room,70,30,60,0.38,2,363,108.0
74860,Brooklyn,40.72364,-73.95013,Entire home/apt,75,30,3,0.02,1,0,62.0
44229,Brooklyn,40.69287,-73.97108,Private room,110,30,232,1.53,2,365,103.0
75635,Manhattan,40.71911,-73.98588,Entire home/apt,175,3,377,2.58,1,134,156.0
15341,Manhattan,40.721359,-73.993668,Entire home/apt,199,30,33,0.29,1,158,147.0
15385,Brooklyn,40.71211,-73.96397,Private room,85,5,52,0.33,1,129,98.0
44973,Brooklyn,40.70894,-73.95234,Entire home/apt,107,30,127,0.84,1,132,98.0
16338,Brooklyn,40.69121,-73.96804,Private room,55,30,31,0.19,2,192,103.0
80493,Manhattan,40.722599029541016,-73.9854507446289,Private room,56,2,222,1.53,1,75,156.0
45542,Manhattan,40.82569,-73.93842,Entire home/apt,100,30,18,0.33,1,0,155.0
16580,Manhattan,40.72489,-73.9781,Private room,105,1,492,4.24,2,135,156.0
45556,Brooklyn,40.68834,-73.97578,Private room,65,2,368,2.42,3,194,80.0
16821,Manhattan,40.72281,-73.98501,Private room,136,2,173,1.35,2,14,156.0
80924,Brooklyn,40.67407,-73.98105,Entire home/apt,160,30,37,0.33,2,33,82.0
45737,Manhattan,40.73948,-74.00504,Private room,64,30,25,0.17,1,57,130.0
45910,Queens,40.70309,-73.89963,Entire home/apt,425,30,13,0.1,9,365,210.0
82638,Manhattan,40.72408,-73.98154,Entire home/apt,125,30,279,1.93,1,335,156.0
16974,Manhattan,40.8019,-73.93762,Entire home/apt,250,5,272,1.7,1,39,152.0
45935,Bronx,40.80635,-73.92201,Private room,60,30,0,0.0,1,83,41.0
17037,Manhattan,40.72289,-73.98028,Entire home/apt,220,30,53,0.34,1,125,156.0
82928,Brooklyn,40.68433,-73.94469,Entire home/apt,150,30,77,0.88,1,192,108.0
45936,Manhattan,40.8063,-73.95985,Private room,75,31,136,0.92,2,24,127.0
83243,Brooklyn,40.68769,-73.91788,Entire home/apt,73,30,256,1.76,1,331,81.0
17693,Manhattan,40.83253,-73.94108,Private room,85,2,65,0.86,2,363,135.0
49048,Brooklyn,40.6829,-73.95701,Private room,104,30,25,0.17,5,264,107.0
18152,Manhattan,40.76967,-73.94831,Private room,200,30,148,1.06,1,365,144.0
50447,Brooklyn,40.66913,-73.99041,Entire home/apt,154,5,234,1.56,3,161,109.0
18728,Manhattan,40.74261,-74.00353,Private room,195,4,235,1.61,1,233,158.0
86215,Manhattan,40.71985,-73.98781,Entire home/apt,166,30,167,1.16,1,0,156.0
51438,Manhattan,40.77449,-73.95308,Private room,130,14,0,0.0,2,0,144.0
89621,Brooklyn,40.67823,-73.94719,Entire home/apt,150,30,240,1.7,4,365,108.0
18961,Manhattan,40.73808,-73.98001,Private room,95,30,1,0.01,1,0,161.0
19812,Brooklyn,40.71802,-73.95724,Entire home/apt,105,30,61,0.38,1,237,98.0
52689,Queens,40.77868,-73.90652,Entire home/apt,169,3,54,0.36,1,11,212.0
92242,Manhattan,40.71974,-73.98393,Entire home/apt,429,21,81,0.56,1,179,156.0
53469,Queens,40.71567,-73.87842,Entire home/apt,130,30,33,0.22,9,365,216.0
93313,Brooklyn,40.68413,-73.93817,Entire home/apt,129,2,150,1.04,2,287,108.0
21456,Manhattan,40.79936,-73.96155,Private room,88,30,85,0.54,1,365,133.0
53470,Queens,40.70422,-73.89778,Entire home/apt,193,30,6,0.04,9,365,210.0
53477,Queens,40.71778,-73.87714,Entire home/apt,350,30,16,0.11,9,365,216.0
21644,Manhattan,40.82782,-73.9473,Private room,99,30,3,0.06,1,0,134.0
54466,Manhattan,40.80255,-73.95803,Private room,200,30,0,0.0,1,365,150.0
21794,Manhattan,40.74187,-74.00223,Private room,85,30,36,0.23,2,364,158.0
23135,Brooklyn,40.67747,-74.00146,Entire home/apt,171,3,298,1.91,3,351,105.0
23686,Manhattan,40.72961,-74.00308,Entire home/apt,650,5,59,0.46,2,88,157.0
94209,Brooklyn,40.67654,-73.94629,Entire home/apt,100,1,44,1.84,1,79,108.0
94783,Brooklyn,40.6736,-73.9551,Entire home/apt,135,30,145,1.0,1,352,83.0
98663,Manhattan,40.75077,-73.99657,Entire home/apt,150,30,19,0.13,1,217,158.0
54544,Manhattan,40.81182,-73.94631,Entire home/apt,161,3,122,0.82,4,306,154.0
99085,Brooklyn,40.6867,-73.97469,Entire home/apt,125,30,30,0.21,1,153,80.0
24285,Brooklyn,40.67115,-73.98026,Entire home/apt,220,30,93,0.6,1,261,82.0
54694,Queens,40.67144,-73.76501,Private room,65,30,62,0.41,3,0,281.0
54860,Manhattan,40.79934,-73.94236,Private room,125,5,277,1.84,1,169,152.0
25406,Brooklyn,40.71649,-73.94865,Entire home/apt,83,30,29,0.25,1,0,98.0
100186,Brooklyn,40.66952,-73.99201,Entire home/apt,130,30,117,0.82,1,68,109.0
55959,Brooklyn,40.71065,-73.95087,Private room,129,5,98,0.84,2,16,98.0
25696,Manhattan,40.8104,-73.94309,Private room,100,1,190,1.26,1,0,154.0
55982,Brooklyn,40.68701,-73.97555,Private room,85,3,43,0.29,1,3,80.0
101053,Brooklyn,40.71116,-73.95484,Private room,175,60,38,0.26,1,0,98.0
56859,Manhattan,40.81201,-73.94452,Private room,74,3,253,1.7,4,45,154.0
57166,Queens,40.772472,-73.906075,Entire home/apt,149,3,126,0.84,1,267,300.0
103161,Brooklyn,40.71551,-73.96274,Entire home/apt,335,7,146,1.27,1,365,98.0
26785,Brooklyn,40.6686,-73.98723,Entire home/apt,90,30,479,3.09,3,64,109.0
57297,Brooklyn,40.69003,-73.99338,Entire home/apt,249,5,281,1.88,1,141,106.0
27644,Manhattan,40.82682,-73.94948,Entire home/apt,190,2,246,1.75,1,289,128.0
103555,Brooklyn,40.693047,-73.971985,Entire home/apt,375,1,281,1.95,1,0,103.0
57618,Manhattan,40.76505,-73.98716,Entire home/apt,250,4,129,0.9,1,0,137.0
105469,Queens,40.58603,-73.8145,Private room,114,2,17,0.12,1,89,185.0
27883,Manhattan,40.72421,-73.98509,Entire home/apt,100,30,25,0.16,1,0,156.0
57874,Manhattan,40.80747,-73.94076,Entire home/apt,165,3,356,2.37,2,109,154.0
106906,Brooklyn,40.68615,-73.96769,Entire home/apt,225,7,12,0.08,1,34,80.0
107630,Brooklyn,40.72741,-73.95466,Entire home/apt,225,3,328,2.3,2,87,87.0
28907,Manhattan,40.77827,-73.94669,Entire home/apt,150,30,21,0.14,1,365,144.0
29013,Brooklyn,40.68288,-73.95646,Private room,90,30,71,0.46,5,299,107.0
58059,Manhattan,40.8238,-73.94444,Private room,65,29,646,4.47,2,5,154.0
152263,Manhattan,40.80494,-73.94998,Entire home/apt,300,2,323,2.32,1,246,151.0
58062,Brooklyn,40.65912,-73.9842,Private room,139,2,25,0.2,1,64,109.0
112304,Manhattan,40.8069,-73.95372,Private room,90,30,1,0.01,1,0,150.0
112435,Brooklyn,40.69132,-73.97306,Private room,95,30,177,1.24,2,365,80.0
59014,Manhattan,40.71946,-73.98641,Entire home/apt,180,30,59,0.4,1,365,156.0
113092,Brooklyn,40.6905,-73.97867,Private room,90,30,0,0.0,1,0,103.0
113265,Brooklyn,40.67582,-73.9518,Private room,60,30,273,1.91,2,364,83.0
152819,Brooklyn,40.7167,-73.95014,Entire home/apt,398,3,82,0.58,1,40,98.0
153780,Manhattan,40.72752,-73.98581,Private room,199,3,225,1.59,1,3,156.0
59121,Queens,40.70271,-73.8993,Entire home/apt,215,30,4,0.03,9,365,210.0
59709,Manhattan,40.7178,-73.9932,Entire home/apt,300,7,63,0.44,1,50,147.0
115535,Manhattan,40.82402,-73.95263,Private room,65,30,34,0.24,1,151,128.0
115748,Queens,40.76406,-73.92266,Entire home/apt,110,5,39,0.28,1,43,223.0
154934,Manhattan,40.8241,-73.94415,Private room,75,30,38,0.28,2,365,155.0
60181,Manhattan,40.7253,-73.98028,Entire home/apt,195,31,38,0.26,1,62,156.0
155087,Brooklyn,40.67275,-73.97873,Entire home/apt,625,4,16,0.11,1,191,82.0
116551,Manhattan,40.80384,-73.95123,Entire home/apt,78,30,174,1.21,1,34,151.0
118061,Brooklyn,40.68462,-73.92895,Entire home/apt,120,30,90,0.65,1,151,108.0
121687,Brooklyn,40.71983,-73.95992,Entire home/apt,200,30,57,0.41,1,88,98.0
60611,Manhattan,40.792667388916016,-73.946533203125,Entire home/apt,135,30,193,1.34,4,137,148.0
157673,Brooklyn,40.68096,-73.94062,Entire home/apt,65,30,92,0.65,1,304,108.0
60666,Manhattan,40.81006,-73.94559,Private room,111,3,257,1.73,4,35,154.0
158061,Brooklyn,40.68511,-73.91927,Private room,165,30,27,0.19,4,365,81.0
121861,Brooklyn,40.6755,-73.98137,Entire home/apt,165,2,28,0.2,2,33,109.0
60673,Manhattan,40.81562,-73.94674,Private room,125,30,3,0.06,1,0,154.0
123784,Manhattan,40.80617,-73.94757,Entire home/apt,102,3,237,1.65,1,66,151.0
158176,Brooklyn,40.71596,-73.96017,Entire home/apt,135,30,145,1.07,2,7,98.0
158178,Brooklyn,40.71391,-73.96059,Private room,105,5,11,0.08,2,0,98.0
60680,Manhattan,40.72598,-73.97978,Entire home/apt,130,30,165,1.11,4,334,156.0
159749,Brooklyn,40.68048,-73.93938,Private room,81,2,76,0.55,4,1,108.0
125163,Brooklyn,40.68595,-73.92923,Private room,99,3,73,0.64,2,271,108.0
60794,Manhattan,40.79918,-73.96248,Entire home/apt,211,30,4,0.03,1,0,133.0
159815,Brooklyn,40.68048,-73.93938,Private room,70,1,62,0.45,4,2,108.0
61509,Manhattan,40.75743,-73.96825,Entire home/apt,110,200,92,0.62,1,0,139.0
159913,Manhattan,40.74389,-74.00068,Private room,150,30,27,0.41,2,363,158.0
126443,Manhattan,40.72761,-73.98951,Entire home/apt,477,2,543,3.8,3,140,156.0
62891,Manhattan,40.72297,-73.98265,Entire home/apt,95,4,228,1.53,1,202,156.0
62925,Brooklyn,40.72967,-73.95352,Entire home/apt,315,3,158,1.08,2,100,87.0
126816,Manhattan,40.79907,-73.96517,Private room,85,30,3,0.02,1,0,133.0
162493,Brooklyn,40.71174,-73.95798,Entire home/apt,650,6,51,0.56,1,100,98.0
63588,Bronx,40.81161,-73.85499,Private room,89,30,0,0.0,6,0,42.0
63610,Bronx,40.881,-73.83511,Entire home/apt,97,2,56,0.47,7,364,26.0
162508,Brooklyn,40.67188,-73.95097,Entire home/apt,150,7,28,0.22,1,101,83.0
163814,Manhattan,40.72641,-73.98711,Entire home/apt,189,2,436,3.1,3,233,156.0
127387,Brooklyn,40.66895,-73.99136,Entire home/apt,260,30,3,0.02,1,90,109.0
63657,Brooklyn,40.68253,-73.94295,Entire home/apt,135,30,268,1.81,2,0,108.0
64015,Manhattan,40.72863,-73.9842,Entire home/apt,200,30,0,0.0,1,0,156.0
132516,Queens,40.7106,-73.85246,Entire home/apt,120,5,83,1.22,3,102,219.0
133025,Manhattan,40.74564,-73.97782,Private room,68,30,148,1.04,1,17,161.0
166006,Manhattan,40.79864,-73.96209,Entire home/apt,250,31,193,1.37,1,0,133.0
166172,Brooklyn,40.68478,-73.9066,Private room,55,30,62,0.53,1,0,81.0
64107,Brooklyn,40.67582,-73.94316,Private room,100,3,308,2.08,1,0,83.0
166983,Brooklyn,40.68194,-73.99708,Entire home/apt,350,30,6,0.04,1,0,106.0
134934,Brooklyn,40.71771,-73.95849,Entire home/apt,250,5,27,0.26,1,0,98.0
64314,Brooklyn,40.67634,-73.95143,Private room,100,30,46,0.31,1,334,83.0
168123,Brooklyn,40.65891,-73.98556,Entire home/apt,110,30,118,0.84,1,152,109.0
64365,Brooklyn,40.67579,-73.95072,Private room,65,30,252,1.74,2,281,83.0
64837,Manhattan,40.72497,-73.98356,Private room,70,7,260,1.75,2,19,156.0
169063,Manhattan,40.72873,-73.98253,Entire home/apt,150,30,47,0.33,1,17,156.0
135465,Brooklyn,40.68646,-73.97548,Entire home/apt,170,3,124,0.89,1,147,80.0
65425,Manhattan,40.72021,-73.99426,Entire home/apt,199,1,15,0.1,3,338,147.0
136493,Brooklyn,40.67494,-73.97792,Entire home/apt,302,4,36,0.28,1,39,82.0
169306,Bronx,40.85981,-73.9063,Private room,45,7,165,1.17,1,142,29.0
65615,Brooklyn,40.7106,-73.95178,Entire home/apt,85,10,56,0.38,1,0,98.0
169464,Brooklyn,40.70829,-73.96564,Entire home/apt,85,30,98,0.69,2,34,98.0
169483,Brooklyn,40.60602,-73.97076,Entire home/apt,184,7,0,0.0,2,2,75.0
139624,Brooklyn,40.67478,-73.95165,Entire home/apt,62,30,82,0.59,1,24,83.0
140133,Brooklyn,40.71347,-73.96035,Entire home/apt,177,30,179,1.27,1,293,98.0
65660,Brooklyn,40.70797,-73.94792,Entire home/apt,95,30,165,1.11,2,101,98.0
65813,Manhattan,40.82899,-73.94345,Private room,75,3,20,0.16,1,364,155.0
141154,Brooklyn,40.6857,-73.98131,Entire home/apt,100,30,263,1.87,1,0,106.0
66008,Brooklyn,40.68028,-73.99328,Entire home/apt,190,30,68,0.51,1,157,106.0
141335,Brooklyn,40.67487,-73.97637,Entire home/apt,857,1,40,0.31,2,365,82.0
170420,Manhattan,40.79179,-73.93972,Entire home/apt,79,30,15,0.11,1,0,146.0
170761,Brooklyn,40.68876,-73.97758,Private room,85,2,136,1.26,3,141,103.0
66251,Manhattan,40.72547,-73.98619,Entire home/apt,370,3,157,1.64,1,43,156.0
142069,Manhattan,40.72506,-73.97906,Entire home/apt,100,30,22,0.16,1,0,156.0
66275,Manhattan,40.72036,-73.99435,Entire home/apt,199,1,208,1.46,3,348,147.0
66741,Brooklyn,40.67548,-73.98315,Entire home/apt,171,2,306,2.08,2,221,109.0
144087,Manhattan,40.80687,-73.95333,Entire home/apt,550,6,30,0.21,2,264,150.0
66974,Brooklyn,40.68088,-73.99102,Entire home/apt,220,2,218,1.66,2,191,106.0
171978,Brooklyn,40.66946,-73.94638,Entire home/apt,79,7,12,0.09,2,349,56.0
225354,Brooklyn,40.71085,-73.96672,Entire home/apt,180,30,11,0.08,1,283,98.0
173151,Brooklyn,40.72852,-73.95655,Private room,78,30,262,1.86,1,90,62.0
174966,Manhattan,40.7751,-73.98595,Entire home/apt,2500,30,26,0.19,10,364,140.0
144148,Manhattan,40.72297,-73.9851,Private room,67,30,32,0.31,1,0,156.0
225976,Staten Island,40.61019,-74.06757,Entire home/apt,84,4,93,0.67,1,139,352.0
146726,Manhattan,40.80392,-73.94765,Entire home/apt,175,30,18,0.13,1,182,151.0
175470,Manhattan,40.80244,-73.96541,Entire home/apt,187,31,5,0.04,2,365,133.0
226021,Brooklyn,40.71137,-73.9465,Entire home/apt,304,30,238,1.71,2,237,98.0
176135,Brooklyn,40.67545,-73.96096,Entire home/apt,97,30,33,0.23,1,180,83.0
148201,Manhattan,40.7304,-74.00228,Entire home/apt,175,30,18,0.13,1,0,157.0
148259,Brooklyn,40.71345,-73.94289,Entire home/apt,314,3,99,0.77,1,310,98.0
227495,Manhattan,40.78764,-73.97274,Entire home/apt,110,30,104,0.75,1,42,124.0
148825,Manhattan,40.79999,-73.96338,Entire home/apt,193,3,281,2.12,2,154,133.0
227715,Brooklyn,40.6805,-73.94885,Entire home/apt,150,30,260,1.87,4,262,108.0
179670,Manhattan,40.72113,-73.98213,Private room,175,3,128,0.92,1,81,156.0
149287,Manhattan,40.78422,-73.95133,Entire home/apt,250,30,0,0.0,1,0,145.0
228317,Brooklyn,40.68463,-73.92367,Entire home/apt,160,30,92,0.66,1,284,108.0
149787,Manhattan,40.81862,-73.94518,Entire home/apt,100,30,0,0.0,1,0,154.0
179741,Manhattan,40.72212,-73.99638,Entire home/apt,285,1,19,0.14,3,222,147.0
228925,Brooklyn,40.68098,-73.94023,Entire home/apt,100,30,11,0.14,1,0,108.0
230877,Manhattan,40.79147,-73.94629,Entire home/apt,135,30,122,0.88,4,365,148.0
150804,Manhattan,40.7203,-73.98424,Entire home/apt,350,4,47,0.33,1,80,156.0
231154,Queens,40.67144,-73.76501,Private room,75,30,31,0.22,3,0,281.0
232612,Brooklyn,40.685,-73.94262,Entire home/apt,110,3,448,3.23,1,107,108.0
150989,Brooklyn,40.71584,-73.96355,Entire home/apt,140,30,19,0.13,1,0,98.0
180792,Queens,40.75627,-73.92188,Entire home/apt,200,30,28,0.2,2,279,318.0
233638,Queens,40.70132,-73.90883,Private room,85,3,20,0.17,1,310,209.0
152071,Brooklyn,40.67231,-73.97878,Entire home/apt,150,2,0,0.0,1,0,82.0
152259,Manhattan,40.81201,-73.94633,Private room,58,30,124,0.87,4,359,154.0
182069,Manhattan,40.78923,-73.946,Entire home/apt,110,30,121,0.87,1,340,146.0
182177,Bronx,40.86502,-73.85496,Entire home/apt,125,2,334,2.38,2,273,22.0
235515,Queens,40.70148,-73.82972,Private room,56,3,92,0.66,4,348,244.0
187566,Brooklyn,40.6926,-73.9505,Entire home/apt,139,2,224,1.61,1,332,108.0
269889,Queens,40.74536,-73.94903,Private room,95,6,319,2.39,1,0,311.0
270139,Brooklyn,40.70413,-73.92726,Private room,36,7,39,0.33,3,19,98.0
235552,Brooklyn,40.66386,-73.98519,Entire home/apt,300,30,38,0.28,1,171,109.0
270231,Queens,40.74496,-73.91167,Private room,95,30,285,2.09,2,365,198.0
187986,Manhattan,40.73862,-73.99758,Entire home/apt,250,30,2,0.01,1,0,158.0
235651,Manhattan,40.74168,-74.00339,Private room,110,30,86,0.62,2,364,158.0
235951,Manhattan,40.75408,-73.97071,Entire home/apt,150,30,155,1.12,1,128,139.0
188803,Brooklyn,40.68915,-73.97686,Private room,90,2,26,0.28,3,0,103.0
235960,Manhattan,40.72113,-73.98442,Entire home/apt,124,30,112,0.81,1,364,156.0
189181,Manhattan,40.74907,-74.00281,Private room,282,30,1,0.01,1,0,158.0
270315,Brooklyn,40.68611,-73.93089,Private room,55,30,18,0.14,3,364,108.0
270345,Manhattan,40.72499,-73.99198,Entire home/apt,250,5,33,0.24,1,214,156.0
236671,Brooklyn,40.71732,-73.95561,Entire home/apt,200,30,165,1.21,3,0,98.0
271694,Manhattan,40.75282,-73.97315,Entire home/apt,125,365,19,0.14,1,0,139.0
189732,Brooklyn,40.67346,-73.87263,Entire home/apt,188,3,288,2.06,1,285,85.0
189787,Brooklyn,40.66941,-73.94988,Entire home/apt,108,30,103,0.74,1,0,56.0
236788,Brooklyn,40.70252,-73.98296,Entire home/apt,350,30,42,0.34,1,180,103.0
190968,Brooklyn,40.67914,-73.96443,Entire home/apt,175,3,37,0.26,1,0,107.0
272026,Manhattan,40.85754,-73.92887,Entire home/apt,88,85,21,0.22,1,358,119.0
272044,Manhattan,40.72123,-73.98451,Entire home/apt,225,3,87,0.64,1,314,156.0
239733,Queens,40.77539,-73.91709,Entire home/apt,75,30,57,0.42,1,302,181.0
274329,Queens,40.70749,-73.916,Entire home/apt,68,30,138,1.25,1,190,209.0
274743,Manhattan,40.77549,-73.95128,Entire home/apt,95,15,1,0.01,1,177,144.0
190974,Brooklyn,40.66836,-73.98166,Entire home/apt,130,3,282,2.12,1,111,82.0
191610,Manhattan,40.74735,-74.00208,Private room,120,3,108,0.79,2,19,158.0
239899,Brooklyn,40.66278,-73.95886,Entire home/apt,65,30,7,0.08,1,0,57.0
239934,Manhattan,40.73193,-73.98511,Entire home/apt,340,12,43,0.32,1,0,156.0
275976,Brooklyn,40.68413,-73.93538,Entire home/apt,98,30,236,1.78,3,174,108.0
195123,Manhattan,40.83338,-73.94326,Private room,75,30,232,1.65,1,365,135.0
242643,Brooklyn,40.70652,-73.93991,Entire home/apt,146,2,50,0.39,1,286,98.0
195240,Brooklyn,40.65468,-73.95721,Private room,60,30,90,0.69,1,87,57.0
195989,Brooklyn,40.67641,-73.98161,Private room,105,3,226,1.62,2,66,109.0
276317,Brooklyn,40.67782,-73.97205,Entire home/apt,650,3,164,1.2,1,338,55.0
278090,Manhattan,40.79241,-73.93805,Private room,5065,30,269,2.0,2,309,146.0
244649,Manhattan,40.79824,-73.96863,Private room,50,2,0,0.0,1,0,126.0
278145,Queens,40.77128,-73.91939,Private room,45,30,3,0.02,1,0,181.0
278876,Brooklyn,40.66883,-73.95296,Private room,60,30,1,0.01,1,0,83.0
197942,Brooklyn,40.6836,-73.95445,Entire home/apt,177,5,240,1.72,1,336,108.0
245544,Bronx,40.8666,-73.90061,Private room,50,3,114,0.92,4,159,10.0
198028,Queens,40.77728,-73.91278,Shared room,50,75,16,0.11,1,362,181.0
198478,Manhattan,40.7794,-73.95096,Private room,85,30,40,0.4,1,23,145.0
279857,Brooklyn,40.68607,-73.95536,Private room,1100,4,200,1.5,1,208,108.0
281521,Manhattan,40.73853,-74.00292,Entire home/apt,200,30,1,0.01,1,0,130.0
245574,Brooklyn,40.68921,-73.95439,Entire home/apt,126,3,254,1.83,1,298,108.0
281756,Brooklyn,40.73243,-73.95716,Entire home/apt,170,7,23,0.17,1,80,87.0
200645,Manhattan,40.76739,-73.9557,Shared room,90,30,0,0.0,1,0,143.0
246351,Manhattan,40.73693,-73.98129,Entire home/apt,139,1,5,0.04,1,0,159.0
200955,Manhattan,40.73125,-73.9811,Entire home/apt,125,30,22,0.16,1,126,160.0
201514,Manhattan,40.82553,-73.94511,Entire home/apt,150,30,1,0.02,1,0,155.0
281851,Manhattan,40.8078,-73.95232,Private room,130,5,127,1.42,1,292,151.0
282443,Manhattan,40.7159,-73.99103,Entire home/apt,88,30,77,0.57,1,0,136.0
246916,Queens,40.73447,-73.88054,Entire home/apt,169,5,73,0.53,1,365,205.0
282977,Brooklyn,40.6732,-73.97998,Private room,135,3,295,2.16,1,78,82.0
201992,Brooklyn,40.67466,-73.97853,Entire home/apt,190,30,106,0.97,1,363,82.0
247562,Queens,40.7012,-73.83151,Private room,66,3,53,0.38,4,348,244.0
202273,Brooklyn,40.68702,-73.94917,Private room,55,30,72,0.52,3,0,108.0
283550,Manhattan,40.75981,-73.99138,Entire home/apt,175,30,10,0.11,1,0,137.0
286662,Brooklyn,40.67223,-73.95556,Entire home/apt,90,3,323,2.38,1,236,83.0
286838,Manhattan,40.80748,-73.95589,Private room,75,30,101,0.74,1,0,150.0
